polygon.started,polygon.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.12469080707524,None,"[5.086002249832904, -5.043262735128426, 0.6838322352716509, 0.34191611763582547]","[1.1112273823164327, 0.8547902940895638, 5.983532058626945, -6.154490117444858]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.3442432129522786, 4.782834138022736, 6.849504215060733, 8.533879040973261]",0.0014643039321526885,None,,001,2020_Feb_25_1505,ebbinghaus_mullerlyer_draggable,3.2.4,60.20064647002016,
